Timestamp,CaseID,Activity
2003-04-12 07:10:45,Cereal_145,Cereal_145 ON Preparing_breakfast
2003-04-12 07:12:30,Containers_60,Containers_60 ON Preparing_breakfast
2003-04-12 07:13:55,Containers_60,Containers_60 ON Preparing_breakfast
2003-04-12 19:58:38,Garbage_disposal_98,Garbage_disposal_98 ON Preparing_a_snack
2003-04-13 06:45:10,Coffee_machine_119,Coffee_machine_119 ON Preparing_breakfast
2003-04-13 07:02:34,Cereal_145,Cereal_145 ON Preparing_breakfast
2003-04-13 07:05:20,Containers_60,Containers_60 ON Preparing_breakfast
2003-04-13 18:45:58,Lamp_76,Lamp_76 ON Watching_TV
2003-04-13 22:10:45,Drawer_71,Drawer_71 ON Grooming
2003-04-14 08:15:30,Garbage_disposal_98,Garbage_disposal_98 ON Preparing_breakfast
2003-04-14 12:30:25,Garbage_disposal_98,Garbage_disposal_98 ON Preparing_lunch
2003-04-14 19:55:40,Lamp_64,Lamp_64 ON None
2003-04-14 20:10:10,Lamp_76,Lamp_76 ON Going_out_for_entertainment
2003-04-15 06:30:12,Coffee_machine_119,Coffee_machine_119 ON Preparing_breakfast
2003-04-15 07:12:20,Cereal_145,Cereal_145 ON Preparing_breakfast
2003-04-15 07:14:50,Containers_60,Containers_60 ON Preparing_breakfast
2003-04-15 12:45:33,Garbage_disposal_98,Garbage_disposal_98 ON Preparing_lunch
2003-04-15 18:30:42,Lamp_76,Lamp_76 ON Watching_TV
2003-04-15 22:25:40,Drawer_71,Drawer_71 ON Grooming
2003-04-16 06:40:11,Coffee_machine_119,Coffee_machine_119 ON Preparing_breakfast
2003-04-16 07:15:22,Cereal_145,Cereal_145 ON Preparing_breakfast
2003-04-16 07:18:35,Containers_60,Containers_60 ON Preparing_breakfast
2003-04-16 13:00:30,Garbage_disposal_98,Garbage_disposal_98 ON Preparing_lunch
2003-04-16 19:10:55,Lamp_76,Lamp_76 ON Watching_TV
2003-04-16 22:35:20,Drawer_71,Drawer_71 ON Grooming
2003-04-17 06:50:25,Coffee_machine_119,Coffee_machine_119 ON Preparing_breakfast
2003-04-17 07:25:10,Cereal_145,Cereal_145 ON Preparing_breakfast
2003-04-17 07:30:15,Containers_60,Containers_60 ON Preparing_breakfast
2003-04-17 13:20:10,Garbage_disposal_98,Garbage_disposal_98 ON Preparing_lunch
2003-04-17 19:40:12,Lamp_76,Lamp_76 ON Watching_TV
2003-04-17 22:45:38,Drawer_71,Drawer_71 ON Grooming
2003-04-18 06:20:34,Coffee_machine_119,Coffee_machine_119 ON Preparing_breakfast
2003-04-18 07:10:12,Cereal_145,Cereal_145 ON Preparing_breakfast
2003-04-18 07:20:05,Containers_60,Containers_60 ON Preparing_breakfast
2003-04-18 12:50:45,Garbage_disposal_98,Garbage_disposal_98 ON Preparing_lunch
2003-04-18 18:55:32,Lamp_76,Lamp_76 ON Watching_TV
2003-04-18 22:50:15,Drawer_71,Drawer_71 ON Grooming
2003-04-19 06:30:55,Coffee_machine_119,Coffee_machine_119 ON Preparing_breakfast
2003-04-19 07:15:30,Cereal_145,Cereal_145 ON Preparing_breakfast
2003-04-19 07:22:45,Containers_60,Containers_60 ON Preparing_breakfast
2003-04-19 13:10:30,Garbage_disposal_98,Garbage_disposal_98 ON Preparing_lunch
2003-04-19 19:20:45,Lamp_76,Lamp_76 ON Watching_TV
2003-04-19 23:00:25,Drawer_71,Drawer_71 ON Grooming
2003-04-20 06:40:20,Coffee_machine_119,Coffee_machine_119 ON Preparing_breakfast
2003-04-20 07:18:10,Cereal_145,Cereal_145 ON Preparing_breakfast
2003-04-20 07:25:05,Containers_60,Containers_60 ON Preparing_breakfast
2003-04-20 13:30:50,Garbage_disposal_98,Garbage_disposal_98 ON Preparing_lunch
2003-04-20 19:50:30,Lamp_76,Lamp_76 ON Watching_TV
2003-04-20 23:15:40,Drawer_71,Drawer_71 ON Grooming
2003-04-21 06:45:30,Coffee_machine_119,Coffee_machine_119 ON Preparing_breakfast
2003-04-21 07:20:12,Cereal_145,Cereal_145 ON Preparing_breakfast
2003-04-21 07:28:30,Containers_60,Containers_60 ON Preparing_breakfast
2003-04-21 14:00:45,Garbage_disposal_98,Garbage_disposal_98 ON Preparing_lunch
2003-04-21 20:10:20,Lamp_76,Lamp_76 ON Watching_TV
2003-04-22 06:35:12,Coffee_machine_119,Coffee_machine_119 ON Preparing_breakfast
2003-04-22 07:10:50,Cereal_145,Cereal_145 ON Preparing_breakfast
2003-04-22 07:20:18,Containers_60,Containers_60 ON Preparing_breakfast
2003-04-22 12:55:30,Garbage_disposal_98,Garbage_disposal_98 ON Preparing_lunch
2003-04-22 19:30:45,Lamp_76,Lamp_76 ON Watching_TV
2003-04-22 23:45:25,Drawer_71,Drawer_71 ON Grooming
2003-04-23 06:50:10,Coffee_machine_119,Coffee_machine_119 ON Preparing_breakfast
2003-04-23 07:25:45,Cereal_145,Cereal_145 ON Preparing_breakfast
2003-04-23 07:35:20,Containers_60,Containers_60 ON Preparing_breakfast
2003-04-23 13:10:12,Garbage_disposal_98,Garbage_disposal_98 ON Preparing_lunch
2003-04-23 19:40:35,Lamp_76,Lamp_76 ON Watching_TV
2003-04-23 23:55:10,Drawer_71,Drawer_71 ON Grooming
2003-04-24 06:25:50,Coffee_machine_119,Coffee_machine_119 ON Preparing_breakfast
2003-04-24 07:15:30,Cereal_145,Cereal_145 ON Preparing_breakfast
2003-04-24 07:28:40,Containers_60,Containers_60 ON Preparing_breakfast
2003-04-24 13:45:20,Garbage_disposal_98,Garbage_disposal_98 ON Preparing_lunch
2003-04-24 20:05:10,Lamp_76,Lamp_76 ON Watching_TV
2003-04-24 23:20:35,Drawer_71,Drawer_71 ON Grooming
2003-04-25 06:30:12,Coffee_machine_119,Coffee_machine_119 ON Preparing_breakfast
2003-04-25 07:10:55,Cereal_145,Cereal_145 ON Preparing_breakfast
2003-04-25 07:18:25,Containers_60,Containers_60 ON Preparing_breakfast
2003-04-25 12:50:45,Garbage_disposal_98,Garbage_disposal_98 ON Preparing_lunch
2003-04-25 19:15:30,Lamp_76,Lamp_76 ON Watching_TV
2003-04-25 23:40:25,Drawer_71,Drawer_71 ON Grooming
2003-04-26 06:45:30,Coffee_machine_119,Coffee_machine_119 ON Preparing_breakfast
2003-04-26 07:20:10,Cereal_145,Cereal_145 ON Preparing_breakfast
2003-04-26 07:30:05,Containers_60,Containers_60 ON Preparing_breakfast
2003-04-26 14:00:55,Garbage_disposal_98,Garbage_disposal_98 ON Preparing_lunch
2003-04-26 20:20:30,Lamp_76,Lamp_76 ON Watching_TV
2003-04-26 23:55:50,Drawer_71,Drawer_71 ON Grooming
2003-04-27 06:50:45,Coffee_machine_119,Coffee_machine_119 ON Preparing_breakfast
2003-04-27 07:25:20,Cereal_145,Cereal_145 ON Preparing_breakfast
2003-04-27 07:40:10,Containers_60,Containers_60 ON Preparing_breakfast
2003-04-27 13:30:45,Garbage_disposal_98,Garbage_disposal_98 ON Preparing_lunch
2003-04-27 19:50:55,Lamp_76,Lamp_76 ON Watching_TV
2003-04-27 23:10:40,Drawer_71,Drawer_71 ON Grooming
